texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
en serio eres un amor;0.0;0;0;0.0;;0;0;1;0.0;1.0;en serio eres un amor;['en', 'serio', 'eres', 'un', 'amor'];['serio', 'amor']
es que eres un puto genio;0.0;0;0;0.0;;0;1;1;0.0;1.0;es que eres un puto genio;['es', 'que', 'eres', 'un', 'puto', 'genio'];['puto', 'genio']
callate, eres un bot;0.0;0;0;0.0;;0;0;1;0.0;1.0;callate, eres un bot;['callate', ',', 'eres', 'un', 'bot'];['callate,', 'bot']
ya eres un anciano;0.0;0;0;0.0;;0;0;1;0.0;1.0;ya eres un anciano;['ya', 'eres', 'un', 'anciano'];['anciano']
si pactas con etarras... eres un hijo de puta. asi de claro 😂.;1.0;0;0;0.0;😂;1;0;1;0.221;1.0;si pactas con etarras... eres un hijo de puta. asi de claro 😂.;['si', 'pactas', 'con', 'etarras', '...', 'eres', 'un', 'hijo', 'de', 'puta', '.', 'asi', 'de', 'claro', '😂', '.'];['pactas', 'etarras...', 'hijo', 'puta.', 'asi', 'claro', '😂.']
la histerica, la loca y la feminazi: las nuevas etiquetas para la mujer intelectualmente inquieta.;1.0;0;0;0.0;;0;0;0;0.0;0.0;la histerica, la loca y la feminazi: las nuevas etiquetas para la mujer intelectualmente inquieta.;['la', 'histerica', ',', 'la', 'loca', 'y', 'la', 'feminazi', ':', 'las', 'nuevas', 'etiquetas', 'para', 'la', 'mujer', 'intelectualmente', 'inquieta', '.'];['histerica,', 'loca', 'feminazi:', 'nuevas', 'etiquetas', 'mujer', 'intelectualmente', 'inquieta.']
la feminazi del dia... en serio, se nos va de las manos...;1.0;0;0;0.0;;0;1;0;0.0;0.0;la feminazi del dia... en serio, se nos va de las manos...;['la', 'feminazi', 'del', 'dia', '...', 'en', 'serio', ',', 'se', 'nos', 'va', 'de', 'las', 'manos', '...'];['feminazi', 'dia...', 'serio,', 'manos...']
respuesta a un intelectual sobre por que utilizo el termino feminazi;1.0;0;0;0.0;;0;1;1;0.0;1.0;respuesta a un intelectual sobre por que utilizo el termino feminazi;['respuesta', 'a', 'un', 'intelectual', 'sobre', 'por', 'que', 'utilizo', 'el', 'termino', 'feminazi'];['respuesta', 'intelectual', 'utilizo', 'termino', 'feminazi']
feminazi no se, pero gilipollas te aseguro que si;1.0;0;0;0.0;;0;1;0;0.0;0.0;feminazi no se, pero gilipollas te aseguro que si;['feminazi', 'no', 'se', ',', 'pero', 'gilipollas', 'te', 'aseguro', 'que', 'si'];['feminazi', 'no', 'se,', 'gilipollas', 'aseguro']
se me hace medio feminazi el comentario y aun asi lo encuentro tan atinado;1.0;0;0;0.0;;0;1;0;0.0;0.0;se me hace medio feminazi el comentario y aun asi lo encuentro tan atinado;['se', 'me', 'hace', 'medio', 'feminazi', 'el', 'comentario', 'y', 'aun', 'asi', 'lo', 'encuentro', 'tan', 'atinado'];['hace', 'medio', 'feminazi', 'comentario', 'aun', 'asi', 'encuentro', 'tan', 'atinado']
jajaja se encabrono la porcina feminazi 😂 😂 😂 😂;1.0;0;0;0.0;😂 😂 😂 😂;4;1;0;0.221;0.0;jajaja se encabrono la porcina feminazi 😂 😂 😂 😂;['jajaja', 'se', 'encabrono', 'la', 'porcina', 'feminazi', '😂', '😂', '😂', '😂'];['jajaja', 'encabrono', 'porcina', 'feminazi', '😂', '😂', '😂', '😂']
con esa ultima frase, se recibio me persona de mierda. al lado de hitler. la real feminazi.;1.0;0;0;0.0;;0;0;1;0.0;1.0;con esa ultima frase, se recibio me persona de mierda. al lado de hitler. la real feminazi.;['con', 'esa', 'ultima', 'frase', ',', 'se', 'recibio', 'me', 'persona', 'de', 'mierda', '.', 'al', 'lado', 'de', 'hitler', '.', 'la', 'real', 'feminazi', '.'];['ultima', 'frase,', 'recibio', 'persona', 'mierda.', 'lado', 'hitler.', 'real', 'feminazi.']
feminista es diferente a feminazi. tengan eso bien clarito!;0.0;1;0;0.0;;0;0;1;0.0;2.0;feminista es diferente a feminazi. tengan eso bien clarito!;['feminista', 'es', 'diferente', 'a', 'feminazi', '.', 'tengan', 'eso', 'bien', 'clarito', '!'];['feminista', 'diferente', 'feminazi.', 'clarito!']
feminazi en busqueda desesperada de atencion. ¿todo bien en casa?;1.0;0;0;0.0;;0;1;1;0.0;1.0;feminazi en busqueda desesperada de atencion. ¿todo bien en casa?;['feminazi', 'en', 'busqueda', 'desesperada', 'de', 'atencion', '.', '¿todo', 'bien', 'en', 'casa', '?'];['feminazi', 'busqueda', 'desesperada', 'atencion.', '¿todo', 'casa?']
perdon x no ser una feminazi~ u.u;1.0;0;0;0.0;;0;0;0;0.0;0.0;perdon x no ser una feminazi~ u.u;['perdon', 'x', 'no', 'ser', 'una', 'feminazi~', 'u.u'];['perdon', 'x', 'no', 'ser', 'feminazi~', 'u.u']
hipocrita, feminazi, demagoga.;1.0;0;0;0.0;;0;0;0;0.0;0.0;hipocrita, feminazi, demagoga.;['hipocrita', ',', 'feminazi', ',', 'demagoga', '.'];['hipocrita,', 'feminazi,', 'demagoga.']
ser un buen catolico o creyente no es escandalizarse o juzgar como actuan los demas, si tanto te molesta ignorarla, no necesariamente puede ser una feminazi puede ser atea y tus principios no son los mismos que ella..... y si simplemente ignoras la sibtuacion o la sobrepasas;1.0;0;0;0.0;;0;1;1;0.0;1.0;ser un buen catolico o creyente no es escandalizarse o juzgar como actuan los demas, si tanto te molesta ignorarla, no necesariamente puede ser una feminazi puede ser atea y tus principios no son los mismos que ella..... y si simplemente ignoras la sibtuacion o la sobrepasas;['ser', 'un', 'buen', 'catolico', 'o', 'creyente', 'no', 'es', 'escandalizarse', 'o', 'juzgar', 'como', 'actuan', 'los', 'demas', ',', 'si', 'tanto', 'te', 'molesta', 'ignorarla', ',', 'no', 'necesariamente', 'puede', 'ser', 'una', 'feminazi', 'puede', 'ser', 'atea', 'y', 'tus', 'principios', 'no', 'son', 'los', 'mismos', 'que', 'ella', '...', '..', 'y', 'si', 'simplemente', 'ignoras', 'la', 'sibtuacion', 'o', 'la', 'sobrepasas'];['ser', 'buen', 'catolico', 'creyente', 'no', 'escandalizarse', 'juzgar', 'actuan', 'demas,', 'molesta', 'ignorarla,', 'no', 'necesariamente', 'puede', 'ser', 'feminazi', 'puede', 'ser', 'atea', 'principios', 'no', 'mismos', 'ella.....', 'simplemente', 'ignoras', 'sibtuacion', 'sobrepasas']
bigdata y algoritmos para predecir enfermedades o exacerbaciones. via prnoticias esalud;0.0;0;0;0.0;;0;0;1;0.0;1.0;bigdata y algoritmos para predecir enfermedades o exacerbaciones. via prnoticias esalud;['bigdata', 'y', 'algoritmos', 'para', 'predecir', 'enfermedades', 'o', 'exacerbaciones', '.', 'via', 'prnoticias', 'esalud'];['bigdata', 'algoritmos', 'predecir', 'enfermedades', 'exacerbaciones.', 'via', 'prnoticias', 'esalud']
errores que se pueden cometer al crear campañas con big data;0.0;0;0;0.0;;0;0;1;0.0;1.0;errores que se pueden cometer al crear campañas con big data;['errores', 'que', 'se', 'pueden', 'cometer', 'al', 'crear', 'campañas', 'con', 'big', 'data'];['errores', 'pueden', 'cometer', 'crear', 'campañas', 'big', 'data']
el big data ha llegado para quedarse en el futbol español (real betis y levante ud) via;0.0;0;1;0.058823529411764705;;0;0;1;0.0;1.0588235294117647;el big data ha llegado para quedarse en el futbol español (real betis y levante ud) via;['el', 'big', 'data', 'ha', 'llegado', 'para', 'quedarse', 'en', 'el', 'futbol', 'español', '(', 'real', 'betis', 'y', 'levante', 'ud', ')', 'via'];['big', 'data', 'llegado', 'quedarse', 'futbol', 'español', '(real', 'betis', 'levante', 'ud)', 'via']
la sub21 tiene menos tiro que el big data;0.0;0;0;0.0;;0;0;0;0.0;0.0;la sub21 tiene menos tiro que el big data;['la', 'sub21', 'tiene', 'menos', 'tiro', 'que', 'el', 'big', 'data'];['sub21', 'menos', 'tiro', 'big', 'data']
eres el big data? realmente vivimos en una simulacion...;0.0;0;0;0.0;;0;0;1;0.0;1.0;eres el big data? realmente vivimos en una simulacion...;['eres', 'el', 'big', 'data', '?', 'realmente', 'vivimos', 'en', 'una', 'simulacion', '...'];['big', 'data?', 'realmente', 'vivimos', 'simulacion...']
ya mismo sacan una serie nueva en netflix... the big data theory...;0.0;0;4;0.3333333333333333;;0;0;0;0.0;0.3333333333333333;ya mismo sacan una serie nueva en netflix... the big data theory...;['ya', 'mismo', 'sacan', 'una', 'serie', 'nueva', 'en', 'netflix', '...', 'the', 'big', 'data', 'theory', '...'];['mismo', 'sacan', 'serie', 'nueva', 'netflix...', 'the', 'big', 'data', 'theory...']
se llama big data no es brujeria;0.0;0;0;0.0;;0;0;1;0.0;1.0;se llama big data no es brujeria;['se', 'llama', 'big', 'data', 'no', 'es', 'brujeria'];['llama', 'big', 'data', 'no', 'brujeria']
esperemos que el big data de el visto bueno para el pago de la clausula;0.0;0;0;0.0;;0;0;0;0.0;0.0;esperemos que el big data de el visto bueno para el pago de la clausula;['esperemos', 'que', 'el', 'big', 'data', 'de', 'el', 'visto', 'bueno', 'para', 'el', 'pago', 'de', 'la', 'clausula'];['esperemos', 'big', 'data', 'visto', 'bueno', 'pago', 'clausula']
¿sabes lo que es bigdata?. este servicio tambien te lo ofrecemos en gutbit;0.0;0;0;0.0;;0;0;1;0.0;1.0;¿sabes lo que es bigdata?. este servicio tambien te lo ofrecemos en gutbit;['¿sabes', 'lo', 'que', 'es', 'bigdata', '?', '.', 'este', 'servicio', 'tambien', 'te', 'lo', 'ofrecemos', 'en', 'gutbit'];['¿sabes', 'bigdata?.', 'servicio', 'tambien', 'ofrecemos', 'gutbit']
se le llama big data.;0.0;0;0;0.0;;0;0;0;0.0;0.0;se le llama big data.;['se', 'le', 'llama', 'big', 'data', '.'];['llama', 'big', 'data.']
data science aplicada.;0.0;0;0;0.0;;0;0;0;0.0;0.0;data science aplicada.;['data', 'science', 'aplicada', '.'];['data', 'science', 'aplicada.']
de nada, sigo con interes el mundo del data science.;0.0;0;0;0.0;;0;0;0;0.0;0.0;de nada, sigo con interes el mundo del data science.;['de', 'nada', ',', 'sigo', 'con', 'interes', 'el', 'mundo', 'del', 'data', 'science', '.'];['nada,', 'sigo', 'interes', 'mundo', 'data', 'science.']
en fcen no esta estadistica matematica? despues esta el de data science en computacion pero ya nos vamos a otro lado.;0.0;0;0;0.0;;0;0;1;0.0;1.0;en fcen no esta estadistica matematica? despues esta el de data science en computacion pero ya nos vamos a otro lado.;['en', 'fcen', 'no', 'esta', 'estadistica', 'matematica', '?', 'despues', 'esta', 'el', 'de', 'data', 'science', 'en', 'computacion', 'pero', 'ya', 'nos', 'vamos', 'a', 'otro', 'lado', '.'];['fcen', 'no', 'estadistica', 'matematica?', 'despues', 'data', 'science', 'computacion', 'vamos', 'lado.']
14. silvia ferreira, lider de data science en;0.0;0;0;0.0;;0;0;0;0.0;0.0;14. silvia ferreira, lider de data science en;['14.', 'silvia', 'ferreira', ',', 'lider', 'de', 'data', 'science', 'en'];['14.', 'silvia', 'ferreira,', 'lider', 'data', 'science']
"el madrid internet of things institute es el primer centro de formacion postgrado % iot de españa. en este instituto impartiran master en iot, data science, y un programa mas empresarial; el iot executive. estamos deseando ver como evoluciona este centro.";0.0;0;3;0.07317073170731707;;0;0;1;0.0;1.0731707317073171;"el madrid internet of things institute es el primer centro de formacion postgrado % iot de españa. en este instituto impartiran master en iot, data science, y un programa mas empresarial; el iot executive. estamos deseando ver como evoluciona este centro.";"['el', 'madrid', 'internet', 'of', 'things', 'institute', 'es', 'el', 'primer', 'centro', 'de', 'formacion', 'postgrado', '%', 'iot', 'de', 'españa', '.', 'en', 'este', 'instituto', 'impartiran', 'master', 'en', 'iot', ',', 'data', 'science', ',', 'y', 'un', 'programa', 'mas', 'empresarial', ';', 'el', 'iot', 'executive', '.', 'estamos', 'deseando', 'ver', 'como', 'evoluciona', 'este', 'centro', '.']";"['madrid', 'internet', 'of', 'things', 'institute', 'primer', 'centro', 'formacion', 'postgrado', '%', 'iot', 'españa.', 'instituto', 'impartiran', 'master', 'iot,', 'data', 'science,', 'programa', 'mas', 'empresarial;', 'iot', 'executive.', 'deseando', 'ver', 'evoluciona', 'centro.']"
todas las preguntas frecuentes del master interuniversitario en ciencia de datos / master in data science;0.0;0;0;0.0;;0;0;1;0.0;1.0;todas las preguntas frecuentes del master interuniversitario en ciencia de datos / master in data science;['todas', 'las', 'preguntas', 'frecuentes', 'del', 'master', 'interuniversitario', 'en', 'ciencia', 'de', 'datos', '/', 'master', 'in', 'data', 'science'];['todas', 'preguntas', 'frecuentes', 'master', 'interuniversitario', 'ciencia', 'datos', '/', 'master', 'in', 'data', 'science']
animo y suerte. no es facil el data science (no me acostumbro a la forma en español).;0.0;0;0;0.0;;0;0;1;0.0;1.0;animo y suerte. no es facil el data science (no me acostumbro a la forma en español).;['animo', 'y', 'suerte', '.', 'no', 'es', 'facil', 'el', 'data', 'science', '(', 'no', 'me', 'acostumbro', 'a', 'la', 'forma', 'en', 'español', ')', '.'];['animo', 'suerte.', 'no', 'facil', 'data', 'science', '(no', 'acostumbro', 'forma', 'español).']
¿que es big data? ¿que es data science? ¿en que difieren? 👉 transformaciondigital.;0.0;0;0;0.0;👉;1;0;1;0.39;1.0;¿que es big data? ¿que es data science? ¿en que difieren? 👉 transformaciondigital.;['¿que', 'es', 'big', 'data', '?', '¿que', 'es', 'data', 'science', '?', '¿en', 'que', 'difieren', '?', '👉', 'transformaciondigital', '.'];['¿que', 'big', 'data?', '¿que', 'data', 'science?', '¿en', 'difieren?', '👉', 'transformaciondigital.']
el data science;0.0;0;0;0.0;;0;0;0;0.0;0.0;el data science;['el', 'data', 'science'];['data', 'science']
nuevo evento: mini taller: python para data science /06/2019;0.0;0;0;0.0;;0;0;0;0.0;0.0;nuevo evento: mini taller: python para data science /06/2019;['nuevo', 'evento', ':', 'mini', 'taller', ':', 'python', 'para', 'data', 'science', '/06/2019'];['nuevo', 'evento:', 'mini', 'taller:', 'python', 'data', 'science', '/06/2019']
regresion logistica, data science;0.0;0;0;0.0;;0;0;1;0.0;1.0;regresion logistica, data science;['regresion', 'logistica', ',', 'data', 'science'];['regresion', 'logistica,', 'data', 'science']
charla ted sobre el uso de data science y la inteligencia artificial. datascience tecnologia tecnologia ver mas:;0.0;0;1;0.058823529411764705;;0;0;0;0.0;0.058823529411764705;charla ted sobre el uso de data science y la inteligencia artificial. datascience tecnologia tecnologia ver mas:;['charla', 'ted', 'sobre', 'el', 'uso', 'de', 'data', 'science', 'y', 'la', 'inteligencia', 'artificial', '.', 'datascience', 'tecnologia', 'tecnologia', 'ver', 'mas', ':'];['charla', 'ted', 'uso', 'data', 'science', 'inteligencia', 'artificial.', 'datascience', 'tecnologia', 'tecnologia', 'ver', 'mas:']
dia mundial de las personas refugiadas: conoce a los voluntarios de la uoc via;0.0;0;1;0.07142857142857142;;0;0;1;0.0;1.0714285714285714;dia mundial de las personas refugiadas: conoce a los voluntarios de la uoc via;['dia', 'mundial', 'de', 'las', 'personas', 'refugiadas', ':', 'conoce', 'a', 'los', 'voluntarios', 'de', 'la', 'uoc', 'via'];['dia', 'mundial', 'personas', 'refugiadas:', 'conoce', 'voluntarios', 'uoc', 'via']
has mirado la uoc? es a distancia pero mas amena, con evaluacion mas continua y eso;0.0;0;1;0.0625;;0;0;1;0.0;1.0625;has mirado la uoc? es a distancia pero mas amena, con evaluacion mas continua y eso;['has', 'mirado', 'la', 'uoc', '?', 'es', 'a', 'distancia', 'pero', 'mas', 'amena', ',', 'con', 'evaluacion', 'mas', 'continua', 'y', 'eso'];['mirado', 'uoc?', 'distancia', 'mas', 'amena,', 'evaluacion', 'mas', 'continua']
arranca en xabia la escuela de verano: fake news y posverdad de la catedra de transparencia upv el lema de la edicion es “deconstruyedo la realidad. impacto de las fakenews y la posverdad” y ha sido coorganizada junto a la uoc, y el .;0.0;0;2;0.045454545454545456;;0;0;1;0.0;1.0454545454545454;arranca en xabia la escuela de verano: fake news y posverdad de la catedra de transparencia upv el lema de la edicion es “deconstruyedo la realidad. impacto de las fakenews y la posverdad” y ha sido coorganizada junto a la uoc, y el .;['arranca', 'en', 'xabia', 'la', 'escuela', 'de', 'verano', ':', 'fake', 'news', 'y', 'posverdad', 'de', 'la', 'catedra', 'de', 'transparencia', 'upv', 'el', 'lema', 'de', 'la', 'edicion', 'es', '“', 'deconstruyedo', 'la', 'realidad', '.', 'impacto', 'de', 'las', 'fakenews', 'y', 'la', 'posverdad', '”', 'y', 'ha', 'sido', 'coorganizada', 'junto', 'a', 'la', 'uoc', ',', 'y', 'el', '.'];['arranca', 'xabia', 'escuela', 'verano:', 'fake', 'news', 'posverdad', 'catedra', 'transparencia', 'upv', 'lema', 'edicion', '“deconstruyedo', 'realidad.', 'impacto', 'fakenews', 'posverdad”', 'sido', 'coorganizada', 'junto', 'uoc,', '.']
ole! yo los acabe el sabado (3). (tambien soy victima de la uoc);0.0;1;1;0.07692307692307693;;0;0;0;0.0;1.0769230769230769;ole! yo los acabe el sabado (3). (tambien soy victima de la uoc);['ole', '!', 'yo', 'los', 'acabe', 'el', 'sabado', '(', '3', ')', '.', '(', 'tambien', 'soy', 'victima', 'de', 'la', 'uoc', ')'];['ole!', 'acabe', 'sabado', '(3).', '(tambien', 'victima', 'uoc)']
los pilares clave para impulsar tu carrera profesional son trabajar una buena marca personal y desarrollar una efectiva estrategia de networking. ayer aborde estos dos temas en el marco del 'encuentro uoc alumni' en el impact hub vigo. fueron unas horas m…;0.0;0;1;0.023809523809523808;;0;0;1;0.0;1.0238095238095237;los pilares clave para impulsar tu carrera profesional son trabajar una buena marca personal y desarrollar una efectiva estrategia de networking. ayer aborde estos dos temas en el marco del 'encuentro uoc alumni' en el impact hub vigo. fueron unas horas m…;"['los', 'pilares', 'clave', 'para', 'impulsar', 'tu', 'carrera', 'profesional', 'son', 'trabajar', 'una', 'buena', 'marca', 'personal', 'y', 'desarrollar', 'una', 'efectiva', 'estrategia', 'de', 'networking', '.', 'ayer', 'aborde', 'estos', 'dos', 'temas', 'en', 'el', 'marco', 'del', ""'encuentro"", 'uoc', 'alumni', ""'"", 'en', 'el', 'impact', 'hub', 'vigo', '.', 'fueron', 'unas', 'horas', 'm…']";"['pilares', 'clave', 'impulsar', 'carrera', 'profesional', 'trabajar', 'buena', 'marca', 'personal', 'desarrollar', 'efectiva', 'estrategia', 'networking.', 'ayer', 'aborde', 'dos', 'temas', 'marco', ""'encuentro"", 'uoc', ""alumni'"", 'impact', 'hub', 'vigo.', 'unas', 'horas', 'm…']"
ahora que termino uoc hara septiembre, quiero trastear con unreal para hacer un juego en d. recomendaciones? mas que tutoriales de unreal, de como diseñar el juego, tamaños de los tiles y sprites recomendados para pc, trucos a tener en cuenta, etc ¿?;0.0;0;3;0.06976744186046512;;0;0;1;0.0;1.069767441860465;ahora que termino uoc hara septiembre, quiero trastear con unreal para hacer un juego en d. recomendaciones? mas que tutoriales de unreal, de como diseñar el juego, tamaños de los tiles y sprites recomendados para pc, trucos a tener en cuenta, etc ¿?;['ahora', 'que', 'termino', 'uoc', 'hara', 'septiembre', ',', 'quiero', 'trastear', 'con', 'unreal', 'para', 'hacer', 'un', 'juego', 'en', 'd.', 'recomendaciones', '?', 'mas', 'que', 'tutoriales', 'de', 'unreal', ',', 'de', 'como', 'diseñar', 'el', 'juego', ',', 'tamaños', 'de', 'los', 'tiles', 'y', 'sprites', 'recomendados', 'para', 'pc', ',', 'trucos', 'a', 'tener', 'en', 'cuenta', ',', 'etc', '¿', '?'];['ahora', 'termino', 'uoc', 'hara', 'septiembre,', 'quiero', 'trastear', 'unreal', 'hacer', 'juego', 'd.', 'recomendaciones?', 'mas', 'tutoriales', 'unreal,', 'diseñar', 'juego,', 'tamaños', 'tiles', 'sprites', 'recomendados', 'pc,', 'trucos', 'tener', 'cuenta,', 'etc', '¿?']
ser jefa/e de uoc implica gran responsabilidad, ahora la jefatura de capacitacion no tiene los mismos beneficios da a entender, pero el fondo es la forma en que la denigraron y juzgaron por unas fotos.;0.0;0;1;0.02857142857142857;;0;0;1;0.0;1.0285714285714285;ser jefa/e de uoc implica gran responsabilidad, ahora la jefatura de capacitacion no tiene los mismos beneficios da a entender, pero el fondo es la forma en que la denigraron y juzgaron por unas fotos.;['ser', 'jefa/e', 'de', 'uoc', 'implica', 'gran', 'responsabilidad', ',', 'ahora', 'la', 'jefatura', 'de', 'capacitacion', 'no', 'tiene', 'los', 'mismos', 'beneficios', 'da', 'a', 'entender', ',', 'pero', 'el', 'fondo', 'es', 'la', 'forma', 'en', 'que', 'la', 'denigraron', 'y', 'juzgaron', 'por', 'unas', 'fotos', '.'];['ser', 'jefa/e', 'uoc', 'implica', 'gran', 'responsabilidad,', 'ahora', 'jefatura', 'capacitacion', 'no', 'mismos', 'beneficios', 'da', 'entender,', 'fondo', 'forma', 'denigraron', 'juzgaron', 'unas', 'fotos.']
nlp francis jajaaja;0.0;0;0;0.0;;0;0;0;0.0;0.0;nlp francis jajaaja;['nlp', 'francis', 'jajaaja'];['nlp', 'francis', 'jajaaja']
victor kuppers, minutos geniales de motivacion / nlp via;0.0;0;1;0.1;;0;0;1;0.0;1.1;victor kuppers, minutos geniales de motivacion / nlp via;['victor', 'kuppers', ',', 'minutos', 'geniales', 'de', 'motivacion', '/', 'nlp', 'via'];['victor', 'kuppers,', 'minutos', 'geniales', 'motivacion', '/', 'nlp', 'via']
esos terminos me suenan de nlp pero tendria que investigar bien. si me tiras una punta le meto a pleno;0.0;0;1;0.05;;0;0;1;0.0;1.05;esos terminos me suenan de nlp pero tendria que investigar bien. si me tiras una punta le meto a pleno;['esos', 'terminos', 'me', 'suenan', 'de', 'nlp', 'pero', 'tendria', 'que', 'investigar', 'bien', '.', 'si', 'me', 'tiras', 'una', 'punta', 'le', 'meto', 'a', 'pleno'];['terminos', 'suenan', 'nlp', 'tendria', 'investigar', 'bien.', 'tiras', 'punta', 'meto', 'pleno']
otro reto: incorporar ai, nlp, ...;0.0;0;2;0.3333333333333333;;0;0;0;0.0;0.3333333333333333;otro reto: incorporar ai, nlp, ...;['otro', 'reto', ':', 'incorporar', 'ai', ',', 'nlp', ',', '...'];['reto:', 'incorporar', 'ai,', 'nlp,', '...']
a mi y a karla nlp;0.0;0;0;0.0;;0;0;0;0.0;0.0;a mi y a karla nlp;['a', 'mi', 'y', 'a', 'karla', 'nlp'];['karla', 'nlp']
hay que ser hijo de puta subnormal para hacer algo asi😡;1.0;0;0;0.0;😡;1;1;0;-0.39899999999999997;0.0;hay que ser hijo de puta subnormal para hacer algo asi😡;['hay', 'que', 'ser', 'hijo', 'de', 'puta', 'subnormal', 'para', 'hacer', 'algo', 'asi😡'];['ser', 'hijo', 'puta', 'subnormal', 'hacer', 'asi😡']
wow enhorabuena eduardo!!;0.0;2;0;0.0;;0;0;0;0.0;2.0;wow enhorabuena eduardo!!;['wow', 'enhorabuena', 'eduardo', '!', '!'];['wow', 'enhorabuena', 'eduardo!!']
al parecer la prepa nlp...;0.0;0;0;0.0;;0;0;0;0.0;0.0;al parecer la prepa nlp...;['al', 'parecer', 'la', 'prepa', 'nlp', '...'];['parecer', 'prepa', 'nlp...']
cuanto gilipuertas;1.0;0;0;0.0;;0;1;0;0.0;0.0;cuanto gilipuertas;['cuanto', 'gilipuertas'];['cuanto', 'gilipuertas']
empuje chino para ganar la ai wef19 artificialintelligence machinelearning deeplearning nlp carrera nlg computervision armamentistica robotics;0.0;0;3;0.1875;;0;0;0;0.0;0.1875;empuje chino para ganar la ai wef19 artificialintelligence machinelearning deeplearning nlp carrera nlg computervision armamentistica robotics;['empuje', 'chino', 'para', 'ganar', 'la', 'ai', 'wef19', 'artificialintelligence', 'machinelearning', 'deeplearning', 'nlp', 'carrera', 'nlg', 'computervision', 'armamentistica', 'robotics'];['empuje', 'chino', 'ganar', 'ai', 'wef19', 'artificialintelligence', 'machinelearning', 'deeplearning', 'nlp', 'carrera', 'nlg', 'computervision', 'armamentistica', 'robotics']
no sabe hacer la o con un canuto inutil 😡;1.0;0;0;0.0;😡;1;0;0;-0.39899999999999997;0.0;no sabe hacer la o con un canuto inutil 😡;['no', 'sabe', 'hacer', 'la', 'o', 'con', 'un', 'canuto', 'inutil', '😡'];['no', 'sabe', 'hacer', 'canuto', 'inutil', '😡']
este finde toco darle al nlp y apicloudspeech de google via rstats. y no se por que acabe analizando la presentacion de en . dejando a un lado el tema tecnico os dejo esta perla de video donde deja claro el tema impuestos y que le paso factura años despues;0.0;0;2;0.0392156862745098;;0;0;1;0.0;1.0392156862745099;este finde toco darle al nlp y apicloudspeech de google via rstats. y no se por que acabe analizando la presentacion de en . dejando a un lado el tema tecnico os dejo esta perla de video donde deja claro el tema impuestos y que le paso factura años despues;['este', 'finde', 'toco', 'darle', 'al', 'nlp', 'y', 'apicloudspeech', 'de', 'google', 'via', 'rstats', '.', 'y', 'no', 'se', 'por', 'que', 'acabe', 'analizando', 'la', 'presentacion', 'de', 'en', '.', 'dejando', 'a', 'un', 'lado', 'el', 'tema', 'tecnico', 'os', 'dejo', 'esta', 'perla', 'de', 'video', 'donde', 'deja', 'claro', 'el', 'tema', 'impuestos', 'y', 'que', 'le', 'paso', 'factura', 'años', 'despues'];['finde', 'toco', 'darle', 'nlp', 'apicloudspeech', 'google', 'via', 'rstats.', 'no', 'acabe', 'analizando', 'presentacion', '.', 'dejando', 'lado', 'tema', 'tecnico', 'dejo', 'perla', 'video', 'deja', 'claro', 'tema', 'impuestos', 'paso', 'factura', 'años', 'despues']
emocion de linguista: dicese cuando asistes a una masterclass de la gran , filologa y manager general de , explica que es la ia y la relevancia de la linguistica aplicada en este campo y sus usos en diferentes mercados. welovelinguistics nlp techtalks;0.0;0;2;0.046511627906976744;;0;0;1;0.0;1.0465116279069768;emocion de linguista: dicese cuando asistes a una masterclass de la gran , filologa y manager general de , explica que es la ia y la relevancia de la linguistica aplicada en este campo y sus usos en diferentes mercados. welovelinguistics nlp techtalks;['emocion', 'de', 'linguista', ':', 'dicese', 'cuando', 'asistes', 'a', 'una', 'masterclass', 'de', 'la', 'gran', ',', 'filologa', 'y', 'manager', 'general', 'de', ',', 'explica', 'que', 'es', 'la', 'ia', 'y', 'la', 'relevancia', 'de', 'la', 'linguistica', 'aplicada', 'en', 'este', 'campo', 'y', 'sus', 'usos', 'en', 'diferentes', 'mercados', '.', 'welovelinguistics', 'nlp', 'techtalks'];['emocion', 'linguista:', 'dicese', 'asistes', 'masterclass', 'gran', ',', 'filologa', 'manager', 'general', ',', 'explica', 'ia', 'relevancia', 'linguistica', 'aplicada', 'campo', 'usos', 'diferentes', 'mercados.', 'welovelinguistics', 'nlp', 'techtalks']
aprender a vivir es andar camino... dejar tu huella sobre las otras huellas que ya saben bien el final y el destino.;0.0;0;20;0.9090909090909091;;0;0;0;0.0;0.9090909090909091;aprender a vivir es andar camino... dejar tu huella sobre las otras huellas que ya saben bien el final y el destino.;['aprender', 'a', 'vivir', 'es', 'andar', 'camino', '...', 'dejar', 'tu', 'huella', 'sobre', 'las', 'otras', 'huellas', 'que', 'ya', 'saben', 'bien', 'el', 'final', 'y', 'el', 'destino', '.'];['aprender', 'vivir', 'andar', 'camino...', 'dejar', 'huella', 'huellas', 'saben', 'final', 'destino.']
